source,target,source_type,target_type
Francia,Europa,Place,Place
Francia,Grecia,Place,Place
Francia,Serbia,Place,Place
Francia,Europa,Place,Place
Grecia,Europa,Place,Place
Grecia,Francia,Place,Place
Grecia,Serbia,Place,Place
Grecia,Europa,Place,Place
Serbia,Europa,Place,Place
Serbia,Francia,Place,Place
Serbia,Grecia,Place,Place
Serbia,Europa,Place,Place
Europa,Europa,Place,Place
Europa,Francia,Place,Place
Europa,Grecia,Place,Place
Europa,Serbia,Place,Place
Memphis,Marc,Organization,Person
Memphis,Clippers,Organization,Organization
Marc,Memphis,Person,Organization
Marc,Clippers,Person,Organization
Clippers,Memphis,Organization,Organization
Clippers,Marc,Organization,Person
Clippers,Memphis,Organization,Organization
Memphis,Clippers,Organization,Organization
Santa Fe,Beirut,Place,Place
Beirut,Santa Fe,Place,Place
Hollande,Sarkozy,Person,Person
Sarkozy,Hollande,Person,Person
Argentina,Bolivia,Place,Place
Bolivia,Argentina,Place,Place
Gurtell,Aguirre,Organization,Person
Aguirre,Gurtell,Person,Organization
Ramón,UCM,Person,Organization
UCM,Ramón,Organization,Person
NY,Lebron,Organization,Person
NY,Wade,Organization,Person
Lebron,NY,Person,Organization
Lebron,Wade,Person,Person
Wade,NY,Person,Organization
Wade,Lebron,Person,Person
Francia,Merkel,Place,Person
Francia,Rajoy,Place,Person
Merkel,Francia,Person,Place
Merkel,Rajoy,Person,Person
Rajoy,Francia,Person,Place
Rajoy,Merkel,Person,Person
NY,Miami,Organization,Organization
Miami,NY,Organization,Organization
Kenya,Indian Ocean,Place,Place
Kenya,Indonesia,Place,Place
Indian Ocean,Kenya,Place,Place
Indian Ocean,Indonesia,Place,Place
Indonesia,Kenya,Place,Place
Indonesia,Indian Ocean,Place,Place
Lagarde,FMI,Person,Organization
Lagarde,Grecia,Person,Place
FMI,Lagarde,Organization,Person
FMI,Grecia,Organization,Place
Grecia,Lagarde,Place,Person
Grecia,FMI,Place,Organization
Sarkozy,Chavez,Person,Person
Sarkozy,España,Person,Place
Sarkozy,Zapatero,Person,Person
Sarkozy,Rajoy,Person,Person
Chavez,Sarkozy,Person,Person
Chavez,España,Person,Place
Chavez,Zapatero,Person,Person
Chavez,Rajoy,Person,Person
España,Sarkozy,Place,Person
España,Chavez,Place,Person
España,Zapatero,Place,Person
España,Rajoy,Place,Person
Zapatero,Sarkozy,Person,Person
Zapatero,Chavez,Person,Person
Zapatero,España,Person,Place
Zapatero,Rajoy,Person,Person
Rajoy,Sarkozy,Person,Person
Rajoy,Chavez,Person,Person
Rajoy,España,Person,Place
Rajoy,Zapatero,Person,Person
Arenas,Griñan,Place,Person
Griñan,Arenas,Person,Place
Cospedal,Gobierno,Person,Organization
Gobierno,Cospedal,Organization,Person
Rajoy,PGE,Person,Organization
PGE,Rajoy,Organization,Person
Rajoy,PP,Person,Organization
PP,Rajoy,Organization,Person
Rajoy,Arenas,Person,Person
Arenas,Rajoy,Person,Person
Andalucía,Rajoy,Place,Person
Andalucía,Gobierno de España,Place,Organization
Rajoy,Andalucía,Person,Place
Rajoy,Gobierno de España,Person,Organization
Gobierno de España,Andalucía,Organization,Place
Gobierno de España,Rajoy,Organization,Person
Arenas,Bañez,Place,Person
Arenas,Montoro,Place,Person
Bañez,Arenas,Person,Place
Bañez,Montoro,Person,Person
Montoro,Arenas,Person,Place
Montoro,Bañez,Person,Person
Rajoy,Griñan,Person,Person
Rajoy,PP,Person,Organization
Griñan,Rajoy,Person,Person
Griñan,PP,Person,Organization
PP,Rajoy,Organization,Person
PP,Griñan,Organization,Person
Rajoy,Asturias,Person,Place
Rajoy,Andalucía,Person,Place
Rajoy,Rubalcaba,Person,Person
Asturias,Rajoy,Place,Person
Asturias,Andalucía,Place,Place
Asturias,Rubalcaba,Place,Person
Andalucía,Rajoy,Place,Person
Andalucía,Asturias,Place,Place
Andalucía,Rubalcaba,Place,Person
Rubalcaba,Rajoy,Person,Person
Rubalcaba,Asturias,Person,Place
Rubalcaba,Andalucía,Person,Place
Bosnia,UE,Place,Organization
UE,Bosnia,Organization,Place
Bruselas,Moncloa,Place,Person
Bruselas,Rajoy,Place,Person
Moncloa,Bruselas,Person,Place
Moncloa,Rajoy,Person,Person
Rajoy,Bruselas,Person,Place
Rajoy,Moncloa,Person,Person
Rajoy,Junta Electoral,Person,Organization
Junta Electoral,Rajoy,Organization,Person
US,Joseph Stiglitz,Place,Person
Joseph Stiglitz,US,Person,Place
Syria,Iran,Place,Place
Syria,Obama Doctrine,Place,Person
Syria,David Sanger,Place,Person
Syria,NYT,Place,Organization
Iran,Syria,Place,Place
Iran,Obama Doctrine,Place,Person
Iran,David Sanger,Place,Person
Iran,NYT,Place,Organization
Obama Doctrine,Syria,Person,Place
Obama Doctrine,Iran,Person,Place
Obama Doctrine,David Sanger,Person,Person
Obama Doctrine,NYT,Person,Organization
David Sanger,Syria,Person,Place
David Sanger,Iran,Person,Place
David Sanger,Obama Doctrine,Person,Person
David Sanger,NYT,Person,Organization
NYT,Syria,Organization,Place
NYT,Iran,Organization,Place
NYT,Obama Doctrine,Organization,Person
NYT,David Sanger,Organization,Person
Rioja,Castilla la Mancha,Place,Place
Rioja,Francina,Place,Person
Rioja,Baleares,Place,Place
Castilla la Mancha,Rioja,Place,Place
Castilla la Mancha,Francina,Place,Person
Castilla la Mancha,Baleares,Place,Place
Francina,Rioja,Person,Place
Francina,Castilla la Mancha,Person,Place
Francina,Baleares,Person,Place
Baleares,Rioja,Place,Place
Baleares,Castilla la Mancha,Place,Place
Baleares,Francina,Place,Person
Francina,Emiliano García,Person,Person
Emiliano García,Francina,Person,Person
Siempre Tracy,Twitter,Person,Product
Twitter,Siempre Tracy,Product,Person
Francia,Hollande,Place,Person
Francia,Sarkozy,Place,Person
Francia,Le Pen,Place,Person
Hollande,Francia,Person,Place
Hollande,Sarkozy,Person,Person
Hollande,Le Pen,Person,Person
Sarkozy,Francia,Person,Place
Sarkozy,Hollande,Person,Person
Sarkozy,Le Pen,Person,Person
Le Pen,Francia,Person,Place
Le Pen,Hollande,Person,Person
Le Pen,Sarkozy,Person,Person
SIRIA,Venezuela,Place,Place
SIRIA,Naciones Unidas,Place,Place
Venezuela,SIRIA,Place,Place
Venezuela,Naciones Unidas,Place,Place
Naciones Unidas,SIRIA,Place,Place
Naciones Unidas,Venezuela,Place,Place
Iran,España,Organization,Place
España,Iran,Place,Organization
UE,4T2011,Organization,Place
UE,Grecia,Organization,Place
UE,Bélgica,Organization,Place
UE,Italia,Organization,Place
UE,Holanda,Organization,Place
UE,Portugal,Organization,Place
4T2011,UE,Place,Organization
4T2011,Grecia,Place,Place
4T2011,Bélgica,Place,Place
4T2011,Italia,Place,Place
4T2011,Holanda,Place,Place
4T2011,Portugal,Place,Place
Grecia,UE,Place,Organization
Grecia,4T2011,Place,Place
Grecia,Bélgica,Place,Place
Grecia,Italia,Place,Place
Grecia,Holanda,Place,Place
Grecia,Portugal,Place,Place
Bélgica,UE,Place,Organization
Bélgica,4T2011,Place,Place
Bélgica,Grecia,Place,Place
Bélgica,Italia,Place,Place
Bélgica,Holanda,Place,Place
Bélgica,Portugal,Place,Place
Italia,UE,Place,Organization
Italia,4T2011,Place,Place
Italia,Grecia,Place,Place
Italia,Bélgica,Place,Place
Italia,Holanda,Place,Place
Italia,Portugal,Place,Place
Holanda,UE,Place,Organization
Holanda,4T2011,Place,Place
Holanda,Grecia,Place,Place
Holanda,Bélgica,Place,Place
Holanda,Italia,Place,Place
Holanda,Portugal,Place,Place
Portugal,UE,Place,Organization
Portugal,4T2011,Place,Place
Portugal,Grecia,Place,Place
Portugal,Bélgica,Place,Place
Portugal,Italia,Place,Place
Portugal,Holanda,Place,Place
BXL,Bruselas,Organization,Place
Bruselas,BXL,Place,Organization
Eliseo,Merkel,Place,Person
Eliseo,Sarkozy,Place,Person
Eliseo,Francia,Place,Place
Merkel,Eliseo,Person,Place
Merkel,Sarkozy,Person,Person
Merkel,Francia,Person,Place
Sarkozy,Eliseo,Person,Place
Sarkozy,Merkel,Person,Person
Sarkozy,Francia,Person,Place
Francia,Eliseo,Place,Place
Francia,Merkel,Place,Person
Francia,Sarkozy,Place,Person
Merkel,Sarkozy,Person,Person
Merkel,Eliseo,Person,Place
Merkel,Sarkozy,Person,Person
Merkel,Merkel,Person,Person
Sarkozy,Merkel,Person,Person
Sarkozy,Eliseo,Person,Place
Sarkozy,Sarkozy,Person,Person
Sarkozy,Merkel,Person,Person
Eliseo,Merkel,Place,Person
Eliseo,Sarkozy,Place,Person
Eliseo,Sarkozy,Place,Person
Eliseo,Merkel,Place,Person
Sarkozy,Merkel,Person,Person
Sarkozy,Sarkozy,Person,Person
Sarkozy,Eliseo,Person,Place
Sarkozy,Merkel,Person,Person
Merkel,Merkel,Person,Person
Merkel,Sarkozy,Person,Person
Merkel,Eliseo,Person,Place
Merkel,Sarkozy,Person,Person
PSOE,Rubalcaba,Organization,Person
Rubalcaba,PSOE,Person,Organization
PP,Embajadas,Organization,Place
PP,Trillo,Organization,Person
PP,Washington,Organization,Place
Embajadas,PP,Place,Organization
Embajadas,Trillo,Place,Person
Embajadas,Washington,Place,Place
Trillo,PP,Person,Organization
Trillo,Embajadas,Person,Place
Trillo,Washington,Person,Place
Washington,PP,Place,Organization
Washington,Embajadas,Place,Place
Washington,Trillo,Place,Person
Miami,Lebron,Place,Person
Lebron,Miami,Person,Place
Miami,Chicago,Place,Place
Chicago,Miami,Place,Place
PP,PSOE,Organization,Organization
PP,España,Organization,Place
PP,Guindos,Organization,Person
PP,Montoro,Organization,Person
PSOE,PP,Organization,Organization
PSOE,España,Organization,Place
PSOE,Guindos,Organization,Person
PSOE,Montoro,Organization,Person
España,PP,Place,Organization
España,PSOE,Place,Organization
España,Guindos,Place,Person
España,Montoro,Place,Person
Guindos,PP,Person,Organization
Guindos,PSOE,Person,Organization
Guindos,España,Person,Place
Guindos,Montoro,Person,Person
Montoro,PP,Person,Organization
Montoro,PSOE,Person,Organization
Montoro,España,Person,Place
Montoro,Guindos,Person,Person
Rommney,Bahamas,Place,Place
Rommney,Suiza,Place,Place
Bahamas,Rommney,Place,Place
Bahamas,Suiza,Place,Place
Suiza,Rommney,Place,Place
Suiza,Bahamas,Place,Place
Guindos,Montoro,Person,Person
Guindos,Rajoy,Person,Person
Montoro,Guindos,Person,Person
Montoro,Rajoy,Person,Person
Rajoy,Guindos,Person,Person
Rajoy,Montoro,Person,Person
Guindos,España,Person,Place
Guindos,Montoro,Person,Person
España,Guindos,Place,Person
España,Montoro,Place,Person
Montoro,Guindos,Person,Person
Montoro,España,Person,Place
Croacia,UE,Place,Organization
UE,Croacia,Organization,Place
RbCb,RbCb,Organization,Organization
RbCb,Madrid,Organization,Place
RbCb,RbCb,Organization,Organization
RbCb,Madrid,Organization,Place
Madrid,RbCb,Place,Organization
Madrid,RbCb,Place,Organization
Guindos,WSJ,Person,Organization
WSJ,Guindos,Organization,Person
Sáez de Santamaría,Montoro,Person,Person
Sáez de Santamaría,Bañez,Person,Person
Sáez de Santamaría,Guindos,Person,Person
Montoro,Sáez de Santamaría,Person,Person
Montoro,Bañez,Person,Person
Montoro,Guindos,Person,Person
Bañez,Sáez de Santamaría,Person,Person
Bañez,Montoro,Person,Person
Bañez,Guindos,Person,Person
Guindos,Sáez de Santamaría,Person,Person
Guindos,Montoro,Person,Person
Guindos,Bañez,Person,Person
Montoro,Rajoy,Person,Person
Montoro,Moncloa,Person,Organization
Rajoy,Montoro,Person,Person
Rajoy,Moncloa,Person,Organization
Moncloa,Montoro,Organization,Person
Moncloa,Rajoy,Organization,Person
Almería,Madrid,Place,Place
Madrid,Almería,Place,Place
Europa,España,Place,Place
Europa,Rajoy,Place,Person
Europa,Alemania,Place,Place
Europa,Merkel,Place,Person
España,Europa,Place,Place
España,Rajoy,Place,Person
España,Alemania,Place,Place
España,Merkel,Place,Person
Rajoy,Europa,Person,Place
Rajoy,España,Person,Place
Rajoy,Alemania,Person,Place
Rajoy,Merkel,Person,Person
Alemania,Europa,Place,Place
Alemania,España,Place,Place
Alemania,Rajoy,Place,Person
Alemania,Merkel,Place,Person
Merkel,Europa,Person,Place
Merkel,España,Person,Place
Merkel,Rajoy,Person,Person
Merkel,Alemania,Person,Place
SP,Francia,Organization,Place
SP,Italia,Organization,Place
SP,España,Organization,Place
SP,Rajoy,Organization,Person
SP,Grecia,Organization,Place
SP,Merkel,Organization,Person
Francia,SP,Place,Organization
Francia,Italia,Place,Place
Francia,España,Place,Place
Francia,Rajoy,Place,Person
Francia,Grecia,Place,Place
Francia,Merkel,Place,Person
Italia,SP,Place,Organization
Italia,Francia,Place,Place
Italia,España,Place,Place
Italia,Rajoy,Place,Person
Italia,Grecia,Place,Place
Italia,Merkel,Place,Person
España,SP,Place,Organization
España,Francia,Place,Place
España,Italia,Place,Place
España,Rajoy,Place,Person
España,Grecia,Place,Place
España,Merkel,Place,Person
Rajoy,SP,Person,Organization
Rajoy,Francia,Person,Place
Rajoy,Italia,Person,Place
Rajoy,España,Person,Place
Rajoy,Grecia,Person,Place
Rajoy,Merkel,Person,Person
Grecia,SP,Place,Organization
Grecia,Francia,Place,Place
Grecia,Italia,Place,Place
Grecia,España,Place,Place
Grecia,Rajoy,Place,Person
Grecia,Merkel,Place,Person
Merkel,SP,Person,Organization
Merkel,Francia,Person,Place
Merkel,Italia,Person,Place
Merkel,España,Person,Place
Merkel,Rajoy,Person,Person
Merkel,Grecia,Person,Place
Sarkozy,Poors,Person,Person
Sarkozy,Francia,Person,Place
Poors,Sarkozy,Person,Person
Poors,Francia,Person,Place
Francia,Sarkozy,Place,Person
Francia,Poors,Place,Person
Guindos,Montoro,Person,Person
Montoro,Guindos,Person,Person
Montoro,Guindos,Place,Person
Guindos,Montoro,Person,Place
Valencia,Murcia,Place,Place
Murcia,Valencia,Place,Place
Irán,Latinoamérica,Place,Place
Latinoamérica,Irán,Place,Place
CEPAL,Anua,Organization,Place
Anua,CEPAL,Place,Organization
La Academia sueca,Tolkien,Other,Person
Tolkien,La Academia sueca,Person,Other
PP,PSOE,Organization,Organization
PSOE,PP,Organization,Organization
Marruecos,PJD,Place,Organization
PJD,Marruecos,Organization,Place
ONG Irak Body Count,Irak,Organization,Place
Irak,ONG Irak Body Count,Place,Organization
Guindos,Montoro,Person,Person
Guindos,Fernández,Person,Person
Montoro,Guindos,Person,Person
Montoro,Fernández,Person,Person
Fernández,Guindos,Person,Person
Fernández,Montoro,Person,Person
FAES,España,Organization,Place
España,FAES,Place,Organization
UGT Madrid,Av. América,Place,Place
Av. América,UGT Madrid,Place,Place
Rajoy,SMI,Person,Organization
Rajoy,PSOE,Person,Organization
Rajoy,PP,Person,Organization
SMI,Rajoy,Organization,Person
SMI,PSOE,Organization,Organization
SMI,PP,Organization,Organization
PSOE,Rajoy,Organization,Person
PSOE,SMI,Organization,Organization
PSOE,PP,Organization,Organization
PP,Rajoy,Organization,Person
PP,SMI,Organization,Organization
PP,PSOE,Organization,Organization
Celtics,NY,Organization,Organization
NY,Celtics,Organization,Organization
Noam Chomsky,America,Person,Place
America,Noam Chomsky,Place,Person
PP,Azaña,Organization,Person
Azaña,PP,Person,Organization
Zapatero,Rajoy,Person,Person
Rajoy,Zapatero,Person,Person
Politica,Rajoy,Organization,Person
Politica,RbCb,Organization,Person
Rajoy,Politica,Person,Organization
Rajoy,RbCb,Person,Person
RbCb,Politica,Person,Organization
RbCb,Rajoy,Person,Person
Europa,Europa,Place,Place
Europa,UE,Place,Organization
Europa,Rajoy,Place,Person
Europa,Europa,Place,Place
Europa,UE,Place,Organization
Europa,Rajoy,Place,Person
UE,Europa,Organization,Place
UE,Europa,Organization,Place
UE,Rajoy,Organization,Person
Rajoy,Europa,Person,Place
Rajoy,Europa,Person,Place
Rajoy,UE,Person,Organization
Rubalcaba,Rajoy,Person,Person
Rubalcaba,España,Person,Place
Rajoy,Rubalcaba,Person,Person
Rajoy,España,Person,Place
España,Rubalcaba,Place,Person
España,Rajoy,Place,Person
Brillante RbCb,Sr. Rajoy,Person,Person
Brillante RbCb,Alemania,Person,Place
Sr. Rajoy,Brillante RbCb,Person,Person
Sr. Rajoy,Alemania,Person,Place
Alemania,Brillante RbCb,Place,Person
Alemania,Sr. Rajoy,Place,Person
Vaclav Havel,Europa,Person,Place
Europa,Vaclav Havel,Place,Person
Vaclav Havel,Europe,Person,Place
Europe,Vaclav Havel,Place,Person
Blake Griffin,Clippers,Person,Organization
Clippers,Blake Griffin,Organization,Person
Zapatero,Javier Pradera,Person,Person
Javier Pradera,Zapatero,Person,Person
Rusia,OMC,Place,Organization
OMC,Rusia,Organization,Place
Miguel Angel Rodriguez,Montes,Person,Person
Miguel Angel Rodriguez,Montes,Person,Person
Montes,Miguel Angel Rodriguez,Person,Person
Montes,Montes,Person,Person
Montes,Miguel Angel Rodriguez,Person,Person
Montes,Montes,Person,Person
Spain,Italy,Place,Place
Italy,Spain,Place,Place
Antártida,Scolt Amundsen,Place,Person
Antártida,Cheers Scott,Place,Person
Antártida,Shackleton,Place,Person
Scolt Amundsen,Antártida,Person,Place
Scolt Amundsen,Cheers Scott,Person,Person
Scolt Amundsen,Shackleton,Person,Person
Cheers Scott,Antártida,Person,Place
Cheers Scott,Scolt Amundsen,Person,Person
Cheers Scott,Shackleton,Person,Person
